Open,High,Low,Adj Close,Volume,Timer_day,Close
0.037860531900916594,0.03916483701851174,0.038699839410161745,0.039433480481741175,0.05838471665106913,0.8003270645952576,
0.03963524536140885,0.03907493965441277,0.04004013157941483,0.0394963111548844,0.031137005874224785,0.8004905968928864,
0.040279883548006365,0.03973503663994378,0.04042803849146381,0.03975289791089491,0.03315372579315534,0.8006541291905152,
0.03942645462139639,0.039259869261363704,0.03988764147383991,0.03914023591701806,0.04232716675456157,0.8008176614881439,
0.03919678491177754,0.038841212261121014,0.039678973731723244,0.03937588227501611,0.025835440706213422,0.8009811937857727,
0.039259422864545215,0.039362609986665416,0.039852862446729476,0.03906693188516666,0.02898397990160706,0.8011447260834015,
0.04023812456484509,0.04086259354899182,0.041115569809281625,0.04110388008523313,0.05861900628967519,0.8013082583810303,
0.04183014808522984,0.0414482039710031,0.04249866240767031,0.042143305115618646,0.04352605035136913,0.801471790678659,
0.04242780650231601,0.0418000828901758,0.04279026541141399,0.04240512749774926,0.038325081663874494,0.8016353229762878,
0.04440348108921831,0.044003827373007745,0.043408241885283895,0.04291305379807638,0.07230230505294814,0.8017988552739166,
0.04255830006235599,0.04205179571513025,0.04261637241604381,0.04188147957378608,0.03860379052764378,0.8019623875715454,
0.041950200072569666,0.04129409391043725,0.04225254148107116,0.04201763744992829,0.02188212966668597,0.8021259198691741,
0.0412272636620512,0.04056978833798618,0.041540929905813075,0.04135784744833262,0.03820358201857507,0.8022894521668029,
0.04055652885134265,0.040058662424721204,0.0410914938322053,0.04056715520816046,0.030934941947992053,0.8024529844644317,
0.039951037688808644,0.040020137478046496,0.04082397108590188,0.04059334281786683,0.032358099083613964,0.8026165167620605,
0.04087754196509253,0.04102954286121359,0.04176030069796385,0.04131333883352481,0.04424851598417107,0.8027800490596892,
0.04190583226215607,0.042455042942180395,0.04256286893687411,0.042941853428055905,0.06934145885799914,0.802943581357318,
0.04305417350261096,0.04311000196679828,0.044141250999882316,0.04329007259365713,0.05016193420467595,0.8031071136549468,
0.04333082402568964,0.04276069048700208,0.04380150032234993,0.04320105115110559,0.026585777225392293,0.8032706459525756,
0.04286365499284955,0.04251925461126058,0.04345639383943655,0.0431513111231136,0.03220393824334158,0.8034341782502044,
0.04298892672259097,0.042986716589551034,0.043758695612850396,0.04383989232881696,0.03293990383673234,0.8035977105478331,
0.04376667147227471,0.043685340576530146,0.0442616405160828,0.043962936388660355,0.04317243848046185,0.8037612428454619,
0.04418163994925338,0.043497839420655895,0.044355270267016036,0.043507377935108095,0.03257975972683047,0.8039247751430907,
0.04355005216260834,0.04346188088597099,0.04456928953414976,0.04426142921831134,0.02942730118804008,0.8040883074407196,
0.04448960266305078,0.04446358497839528,0.04544408998465293,0.04539770648589796,0.04164650745132502,0.8042518397383484,
